"","t","logFC","status","type"
"1",397.312723102815,0.986551710815161,1,"leukemia"
"2",396.926902348002,0.989111137575584,1,"leukemia"
"3",395.743686991489,0.983684730411598,1,"leukemia"
"4",395.170420706829,0.986551471385543,1,"leukemia"
"5",394.832801735425,0.985747017551003,1,"leukemia"
"6",393.780835650027,0.98136692862906,1,"leukemia"
"7",392.320332686051,0.988434382161757,1,"leukemia"
"8",390.820182997998,0.981573675417324,1,"leukemia"
"9",390.590551112944,0.99158556731015,1,"leukemia"
"10",390.493482742453,0.987690526328755,1,"leukemia"
"11",389.85733238972,0.990857081467032,1,"leukemia"
"12",389.441190207368,0.980681675937513,1,"leukemia"
"13",389.260365784546,0.986464665509491,1,"leukemia"
"14",388.608379638374,0.988509676731401,1,"leukemia"
"15",388.404662495487,0.979590136758121,1,"leukemia"
"16",387.909135085457,0.989578703527139,1,"leukemia"
"17",387.526023385962,0.982454418926829,1,"leukemia"
"18",387.299821193437,0.988833653813731,1,"leukemia"
"19",387.056601740945,0.990093453630729,1,"leukemia"
"20",387.042217700456,0.986734005994839,1,"leukemia"
"21",386.843445109309,0.976301120730611,1,"leukemia"
"22",386.821940627133,0.98732296661089,1,"leukemia"
"23",386.793416303009,0.98449013770764,1,"leukemia"
"24",386.663321618404,0.973806887396907,1,"leukemia"
"25",386.498015200458,0.985580376207449,1,"leukemia"
"26",386.383362545034,0.990252168165709,1,"leukemia"
"27",386.055364576796,0.981569178382262,1,"leukemia"
"28",385.823573189992,0.984636594122454,1,"leukemia"
"29",385.81982958266,0.986909290543414,1,"leukemia"
"30",385.810156432033,0.991209785546595,1,"leukemia"
"31",385.808839097658,0.988089874484457,1,"leukemia"
"32",385.649943796596,0.990591870385698,1,"leukemia"
"33",385.351358257671,0.98693972610507,1,"leukemia"
"34",385.083270650789,0.986439582676286,1,"leukemia"
"35",385.064704539109,0.988974710991192,1,"leukemia"
"36",384.922354117097,0.988497763521889,1,"leukemia"
"37",384.573310433491,0.986740925478313,1,"leukemia"
"38",384.40632857354,0.985587502040761,1,"leukemia"
"39",384.311694009489,0.984490436410123,1,"leukemia"
"40",384.2523497623,0.98116899515665,1,"leukemia"
"41",384.061499312363,0.968822476066255,1,"leukemia"
"42",383.906375813594,0.985109845492637,1,"leukemia"
"43",383.901140209156,0.985321554431287,1,"leukemia"
"44",383.639382027781,0.988395470118185,1,"leukemia"
"45",383.204407287178,0.987483658173018,1,"leukemia"
"46",383.192791668574,0.991030934249984,1,"leukemia"
"47",383.060411358363,0.985358239266278,1,"leukemia"
"48",382.963671152,0.983199235410757,1,"leukemia"
"49",382.96300541258,0.980180577568546,1,"leukemia"
"50",382.947687486233,0.975813453320329,1,"leukemia"
"51",382.94527064225,0.980555048847045,1,"leukemia"
"52",382.819266194222,0.987467614144621,1,"leukemia"
"53",382.767270065238,0.982827984373045,1,"leukemia"
"54",382.638908147844,0.990692594991988,1,"leukemia"
